order_id,has_review,is_dissatisfied,delivery_delay,delivery_deviation_abs,order_value,product_count,avg_price_per_item,prior_orders,is_repeat_customer,purchase_month,purchase_dow,y_pred_proba,risk_flag
c97e64988f3d2b091838bb2815fc246b,1,0,-4,4,74.82,2,37.41,0,0,8,3,0.17217444348738825,0
bb874c45df1a3c97842d52f31efee99a,1,0,-15,15,122.07,1,122.07,0,0,7,5,0.0669196751847206,0
90a2ae3a8c450a4b8baba2fc8eb0fa59,1,0,-19,19,58.86,1,58.86,0,0,4,2,0.06671408912587701,0
6fc8cd5f4cfbea0b694434a10475fd6f,1,0,-21,21,91.21,2,45.605,0,0,8,3,0.20427196457270516,0
aa14b8f4567fef1be1a8912ca010f1c7,1,1,-11,11,164.81,2,82.405,0,0,8,4,0.17581297391040587,0
1d88068495a8986f241f769664ac98de,1,0,-8,8,37.58,1,37.58,0,0,7,5,0.07909680986208728,0
3e83ca3523a68abaf07131a5ecab7319,1,0,1,1,27.0,1,27.0,0,0,2,3,0.22028279487988567,0
792aa3f0da2e24c9df178369950f2d13,1,1,-10,10,87.71000000000001,1,87.71000000000001,0,0,2,6,0.07810352031818857,0
18bb4acb90913593d37049c601660009,1,0,-20,20,197.27,1,197.27,0,0,5,1,0.0631765993181016,0
b46c295d27c87441788cfd92b75b1a3d,1,0,-18,18,36.73,1,36.73,0,0,6,3,0.07549234855155018,0
279b9a9df2c05138cfda068bb1e0143d,1,0,-6,6,161.71,1,161.71,0,0,7,2,0.07874975329166478,0
5a082b558a3798d3e36d93bfa8ca1eae,1,0,-7,7,24.23,1,24.23,0,0,5,0,0.07013802071312765,0
0247aa98317f60908e99f44e7a2a4896,1,0,0,0,135.07999999999998,1,135.07999999999998,0,0,12,4,0.13520265000980833,0
bc444369eaecdac2463e2551eff32463,1,0,-36,36,63.33,1,63.33,0,0,6,4,0.06624059022144727,0
7845d9a1a3d511b756a5c2c2352ba770,1,0,-11,11,35.84,1,35.84,0,0,3,6,0.07509870428449263,0
4c5fb984844ad48dc34f8acf42eb0eda,1,0,-16,16,237.81,1,237.81,0,0,3,6,0.07341803269146994,0
9256fda5584ec43f6212f63bdf17b2ec,1,0,-18,18,124.32,1,124.32,0,0,6,2,0.06319313759538348,0
e91130c6fc7b9ad7646ba8260477bd66,1,0,-7,7,107.44,1,107.44,0,0,3,2,0.08671035879756167,0
f9e6499752da6fc8ae3b440055370d8f,1,0,-11,11,92.18,1,92.18,0,0,8,2,0.0785641313084075,0
9486c11941b06fdf44a70c74c0d03ed3,1,0,-37,37,57.73,1,57.73,0,0,6,4,0.07407681354852395,0
dc9b66f791e6bc0d3a44e2c513a1d117,1,1,-18,18,214.08,2,107.04,0,0,7,1,0.20242724300914475,0
07357a6641ec997dc95d17a571f9ce5f,1,0,-9,9,46.78,1,46.78,0,0,3,6,0.07096463536763888,0
75e6b640cd630f2a1b0250fadc68da12,1,0,-6,6,354.87,1,354.87,0,0,12,2,0.09847171569537158,0
1f92ee0cb5a486074e52ffcecaa1dbd0,1,0,-15,15,118.2,1,118.2,0,0,1,6,0.0733857751484582,0
26967c9a40c842f7e0067b4ef5489082,1,0,-8,8,257.88,2,128.94,0,0,10,4,0.2136172868622396,0
f407e662a10a7864e42c33fdc559ff0a,1,1,29,29,217.74,1,217.74,0,0,2,1,0.8488737438766493,1
3ef9cbaa0a848de9dd30b1953d31a730,1,0,-14,14,218.66000000000005,2,109.33,0,0,10,6,0.22374968288497846,0
22bf3dde4d90667a74118fad0041bfd5,1,1,-28,28,64.42,1,64.42,0,0,2,2,0.07583532784963609,0
33333d8eea2fd73fef836145d8e725ea,1,0,-26,26,38.09,1,38.09,0,0,12,1,0.06836120557888244,0
952da942e2586c7131de1381aba049a3,1,1,14,14,228.67,1,228.67,0,0,10,1,0.8313605799792995,1
34d14e4938fbe164df32fbf18b181497,1,0,-8,8,28.76,1,28.76,0,0,1,0,0.08395288173639301,0
b14a8291157869f3d51b2d24c96d2da7,1,0,-12,12,130.56,1,130.56,0,0,5,0,0.06778291842383773,0
cf8ace9395d2ee06b4b513df8ba682b3,1,0,-14,14,52.38,1,52.38,0,0,4,3,0.08888811144347739,0
e1b7512618fd9b1dc5bba0cfe3a7aee4,1,0,-12,12,137.99,1,137.99,0,0,7,5,0.0686887126003777,0
565f70f153b3d8a2684d6808ba284de7,1,0,-14,14,109.79,1,109.79,0,0,1,1,0.07572563305810995,0
b525c6d19f79d13ff968c544e517bafe,1,0,-18,18,114.04,1,114.04,0,0,2,2,0.07017243908204293,0
828c3114b783f896fba059433600c471,1,1,10,10,77.57,1,77.57,0,0,10,6,0.7874225542926857,1
0903e0b7f189735c47cae28e5e5766f5,1,0,-11,11,62.47,1,62.47,0,0,8,0,0.07350463295522665,0
5c0020b504a0fe54c58f9135380f6e6d,1,0,-10,10,536.6,1,536.6,0,0,7,5,0.08520650413659422,0
1405c563a488ba7869c598deec085886,1,0,-17,17,109.78,1,109.78,0,0,6,2,0.06794314783976901,0
59fa27082bb77c5dbd8a6568f3b34380,1,0,-27,27,144.94,1,144.94,0,0,10,3,0.07014730720743,0
7073be83c3247747c26a69d5a689edbf,1,0,-9,9,62.45,1,62.45,0,0,7,0,0.07535699835907939,0
c08a3a0b0a729cc378e7a36ebf5e9a95,1,0,-18,18,425.04,1,425.04,0,0,6,1,0.07097590632030065,0
29987cf19684b333665b685a76f8dd8e,1,0,-11,11,226.23,1,226.23,0,0,7,0,0.07440202036262616,0
6b58f3523e45f9838f702acbc21e2f51,1,0,-13,13,44.23,1,44.23,0,0,5,0,0.06668619695079409,0
7828e49a0881db0def748546e4b2c8dc,1,0,-12,12,546.12,2,273.06,0,0,5,5,0.1979211023074173,0
4bd1099b6061705c9dc280f3f0c4324a,1,0,-13,13,21.77,1,21.77,0,0,1,2,0.07703470463745776,0
4c05a3711a90dee7f6336af0f3385142,1,0,-14,14,42.62,1,42.62,0,0,5,4,0.06329794173606389,0
64186fc41dae6b5dcb3e6b743d4220a1,1,0,-13,13,162.77,1,162.77,0,0,8,2,0.06699197032362045,0
06a84b737d3839803dfc2e1a7e740d2c,1,0,-17,17,109.5,1,109.5,0,0,1,2,0.07017243908204293,0
b1c2e69c9063d5ab5c9fe9138ecb08e0,1,0,-26,26,237.0,1,237.0,0,0,1,0,0.0747206069317305,0
b4cafb8fabcef776ee4b1108769b47ae,1,1,14,14,65.78,1,65.78,0,0,11,5,0.8144428127040257,1
4ba83c2746627aa89b8cbf168fbb6fa3,1,0,-7,7,443.73,1,443.73,0,0,1,4,0.10942388582368083,0
cf838b10d965c765a75c4f6f17bf645e,1,0,-51,51,143.73000000000002,1,143.73000000000002,0,0,3,0,0.10210739936632816,0
d873fac825acde118d8302108e56afff,1,0,-21,21,228.79,1,228.79,0,0,7,3,0.07225594456107493,0
e2fca022373f1b683cf49d41e76ec1e8,1,0,-21,21,107.81,1,107.81,0,0,4,6,0.07428830052804615,0
c9d520a482f52b364a05d0252cd45852,1,0,-3,3,119.32,1,119.32,0,0,8,6,0.0816001605104118,0
915a2730449787ced8fbbc1794ca7d0b,1,0,-14,14,181.82,1,181.82,0,0,7,2,0.07069487238410643,0
2f0b8584b80af898d09aed535fdd2307,1,0,-12,12,157.45999999999998,1,157.45999999999998,0,0,8,1,0.06407097830525348,0
0decbe12758413b8bdfe6128f949c13f,1,0,-21,21,36.98,1,36.98,0,0,3,4,0.07394963302930313,0
c0c2ece9e641c6fc11690ceafbc7469e,1,0,-3,3,216.32,1,216.32,0,0,8,2,0.07898798111179874,0
a250e33c3d40fa9dd726391ebc5a4abb,1,0,-18,18,147.38,1,147.38,0,0,8,0,0.05604441270534668,0
081081d7c1bab4679737b9254c3e992a,1,0,-15,15,142.51,1,142.51,0,0,1,4,0.07403799918014753,0
7965b290cc7fe4790d45eaeded895967,1,0,-4,4,178.59,1,178.59,0,0,12,4,0.14145379353772872,0
2b7e3239c2257eb4a6cc95f73285b970,1,0,-10,10,542.66,1,542.66,0,0,5,2,0.08456390387740637,0
fcadcc442807c2370f7d45ae2bcce264,1,0,-19,19,137.26,1,137.26,0,0,3,0,0.06466918230800067,0
fe642627ef34edffd9e897365f2d0449,1,0,-15,15,63.74,2,31.87,0,0,4,0,0.2036544993137089,0
7ff2fc53faa0627c1754a4b00e5f65f2,1,0,-5,5,162.79,1,162.79,0,0,11,6,0.10792355168303663,0
61c3c1cdd42ccd14931a2fe11d77e2a7,1,0,-13,13,77.59,1,77.59,0,0,7,0,0.07027103649243442,0
cf8ed2e1892b687d2ab983835459a604,1,0,13,13,103.47,1,103.47,0,0,5,1,0.6865368860111664,1
728bab0ec00db2d2385200ce1b5a3ec7,1,1,-29,29,433.98,2,216.99,0,0,10,3,0.31448145959730067,0
217aad2f8085d3fb8f57ba39f8f6bd93,1,0,-7,7,259.15,1,259.15,0,0,3,4,0.09752641967173033,0
a61d617fbe5bd006e40d3a0988fc844b,1,0,-14,14,251.09,1,251.09,0,0,7,3,0.07018425592615041,0
08204559bebd39e09ee52dcb56d8faa2,1,0,-21,21,103.28,1,103.28,1,1,1,6,0.07386512681643631,0
33c97c0983409cce4352fd750138e556,1,0,-25,25,85.03999999999999,1,85.03999999999999,0,0,12,5,0.07405712656314094,0
6afd909a05ed31cc089bc63300ffc2e1,1,0,-6,6,62.91,1,62.91,0,0,7,2,0.08947743398615103,0
0ab0adc81c98426d2cde86ab2ba52bc3,1,0,-13,13,64.42,1,64.42,0,0,4,3,0.07852349307975638,0
acf4b337d94686e3ff709ce923bc2e47,1,0,-11,11,52.38,1,52.38,0,0,6,4,0.07864506399996794,0
a7369745f22345ef2b1cbfc57e4e0a73,1,0,-14,14,128.95000000000002,1,128.95000000000002,0,0,3,0,0.07273022635840076,0
9fd07681f43c9216956e0a1ee8f8775d,1,0,-45,45,83.32,1,83.32,0,0,6,2,0.08303883942145766,0
50c4d73707f3154c08eb85d0fd1e5149,1,0,-19,19,24.130000000000003,1,24.130000000000003,0,0,6,1,0.07034326923093183,0
4a580bca631a940ffc9e25c96da01773,1,0,78,78,112.33,1,112.33,0,0,8,1,0.3403260898716935,0
1fc4c658ba7a1f8edf3492ce534944ee,1,0,-9,9,76.18,1,76.18,0,0,8,0,0.06923051269066138,0
afaee45f0a9f01571cc18395ecc4ad0e,1,0,-4,4,82.65,1,82.65,0,0,8,2,0.08668916766260017,0
b55ed7407eb340d0db40dfb2759c756a,1,0,-8,8,41.04,1,41.04,0,0,8,2,0.06841966605092159,0
a1cc4ec47d976c44b54dec962f21d613,1,0,-13,13,32.77,1,32.77,0,0,12,4,0.0687960275979085,0
e275c17fb8425498234a98fce0ae9a38,1,0,-1,1,26.01,1,26.01,0,0,6,1,0.09415229961942544,0
6b3b2c21c6f15b7203c8bb1283c74569,1,1,-7,7,109.04,2,54.52,0,0,3,1,0.22860225471024928,0
465a271ded1329037fb92a87a725c131,1,0,-11,11,44.18,1,44.18,0,0,7,3,0.07558073988343501,0
ef24d89a1994d468c2903e3d2dbfae56,1,0,-16,16,84.00999999999999,1,84.00999999999999,0,0,12,5,0.06718108052111511,0
9392c5e72885ad5aba87e6223ca9838d,1,0,-22,22,49.85,1,49.85,0,0,5,5,0.06408588626805696,0
1722f4de186ebcdb68411641263f6ae2,1,0,-5,5,158.74,1,158.74,0,0,8,6,0.08759399942482747,0
ad46543febeab4e4e1f1aab5a3ae28db,1,0,-14,14,39.78,1,39.78,0,0,2,1,0.06823715728037517,0
c8213e60d923c834447d410caab1898d,1,0,-21,21,993.55,1,993.55,0,0,7,0,0.09126115713355029,0
28d1a3ffec32edd0241a144474f1532d,1,0,-19,19,109.29,1,109.29,0,0,8,6,0.06318337912080686,0
589cee057c9f85a83427878ae34dd47b,1,0,-8,8,189.08,2,94.54,0,0,4,2,0.2174511808316074,0
013a98b3a668bcef05b98898177f6923,1,0,-31,31,198.7,2,99.35,0,0,8,5,0.34418968180054044,0
36b513ae01c274c623245660d7069dfa,1,0,-22,22,68.22,1,68.22,0,0,5,2,0.07140141477061739,0
9da02db988be4c6560597e90391a4cdc,1,0,-14,14,127.98,1,127.98,0,0,4,5,0.07343254682249634,0
8907bb31267526a99da12076a84a87b6,1,0,-19,19,1600.51,1,1600.51,0,0,4,6,0.11060214823745834,0
2fc58fd97ab3288872ad6b35bbd712c3,1,0,-7,7,58.25,1,58.25,0,0,4,6,0.08496706806360325,0
fb8d3c9c828695a80f48d03b0675ea08,1,0,-21,21,73.96000000000001,1,73.96000000000001,0,0,11,4,0.07167830355244564,0
1801c6babedcb89ced12ae5f6352f787,1,0,-22,22,364.75,1,364.75,0,0,3,4,0.08146050588553994,0
2caa92df77593ebdf24a65d26e9001e2,1,0,-7,7,83.23,1,83.23,0,0,2,2,0.0861284073207899,0
990791b9237f52581d0a924b447c6fdf,1,0,-10,10,171.88,1,171.88,0,0,8,2,0.07314822200814738,0
9b45a289e3300fa64d3cd65f0b910d21,1,0,-9,9,109.23,1,109.23,0,0,3,5,0.08041840487445494,0
bcd881f346c66116b4cf838352ea8eaa,1,0,-12,12,258.38,2,129.19,0,0,7,5,0.1986806861630228,0
d3c5d59ee5c6bd9cbb3230d8bfebfffb,1,0,-3,3,32.379999999999995,1,32.379999999999995,0,0,11,5,0.1070946248339277,0
c2cc8d0823730be302a4ebe1d96339fe,1,0,-2,2,82.86,1,82.86,0,0,8,1,0.08355144616547514,0
58a119245f2e512b9b05bec10cc8c1c6,1,0,-7,7,78.88,1,78.88,0,0,5,4,0.08288281703989601,0
81a93b2fa39e104b865b2bc471c16008,1,0,-12,12,96.02,1,96.02,0,0,3,3,0.07631792392314743,0
da32fa81177a5a6ac35177b05714742d,1,0,-15,15,46.69,1,46.69,0,0,6,0,0.05897642081019244,0
2781125ad13588f38220a6686692d314,1,0,-11,11,89.25,1,89.25,0,0,5,4,0.07957695635993389,0
7b4371df7c7f31967a101f1d4559875a,1,0,-28,28,49.6,1,49.6,0,0,9,6,0.06595089725944235,0
0b8315fe345e3639eb0a1a2d6e122d36,1,0,-30,30,187.96,1,187.96,0,0,10,6,0.07376227528648356,0
7f1a619240cf71f520b13b660753f8c7,1,0,-2,2,777.6800000000001,1,777.6800000000001,0,0,5,1,0.10327985059817628,0
30552396e65cfc4856e8520b7867414f,1,0,-16,16,63.9,1,63.9,0,0,11,3,0.06699426106735276,0
5a7e3486fb94e316c6926e1d6d52749b,1,0,-21,21,272.04,1,272.04,0,0,7,4,0.07372812526932067,0
8d6ed3e982e12a1684b31540309e044b,1,0,-4,4,236.81,1,236.81,0,0,9,2,0.08296982304662508,0
36909b609792791f7f50d7cff2b5a0d6,1,0,-10,10,204.83,1,204.83,0,0,9,6,0.06907095187424635,0
45ccc16a94688d4edb709ff6eba966d5,1,0,11,11,31.130000000000003,1,31.130000000000003,0,0,3,6,0.8042344387676266,1
faef665b7a0746076cdba7746c217cb0,1,0,-10,10,154.53,1,154.53,0,0,4,2,0.08072201182194995,0
e5f0df20f3f036b329b93eb2fde29a61,1,0,-2,2,149.87,1,149.87,0,0,2,5,0.13477168283901544,0
e5acfcde950aab469e4885712a1cb69f,1,0,-19,19,71.38,2,35.69,0,0,1,4,0.25876406323818507,0
f8c23d339c140eddae8418d518af8497,1,0,-6,6,269.2,4,67.3,0,0,3,4,0.30917583639405255,0
521e3a4e1c2be8a5c60f57484240f136,1,0,-17,17,65.33,1,65.33,0,0,6,2,0.06860589591534531,0
962b2008b2f1e396e0d30b76caa96832,1,1,-10,10,23.72,1,23.72,0,0,2,0,0.07959461686004898,0
8ab12616ff9cf79ce869bcfd0c7dec3f,1,0,-6,6,119.32,1,119.32,0,0,10,0,0.07345720254186623,0
67407884c43b844b22aa1a20de86130a,1,0,-20,20,31.22,1,31.22,0,0,7,5,0.0753994088859474,0
2f70d6fc23a1899fd564c990dfcf51fc,1,0,-4,4,94.35,1,94.35,0,0,9,0,0.08945343861551357,0
fe49c4a1416840f8ed6bd36daac85aae,1,0,-16,16,190.28,1,190.28,0,0,6,1,0.06473518459054196,0
7282809524b9b429bb37460b46596293,1,0,-21,21,79.50999999999999,1,79.50999999999999,0,0,6,1,0.06653714283745424,0
334fcd4953d5e5b64f124a0ba7ecb317,1,1,11,11,66.64,1,66.64,0,0,11,5,0.8144428127040257,1
0d8fd53f6fe12430bce52454cc326f8e,1,1,12,12,300.6,2,150.29999999999998,0,0,12,5,0.8629375866633757,1
f2a5651dedee83dc9eba7d0cb9703660,1,0,-8,8,108.46,1,108.46,0,0,4,0,0.07911544752221279,0
954ecf032c0fbd43696c6b12baaa293b,1,0,-7,7,34.0,1,34.0,0,0,2,3,0.08237021968000921,0
931e76c33f2109e760025ef697884eed,1,0,-8,8,77.22,1,77.22,0,0,6,3,0.08358370806205147,0
a5120ed3cf3bce38162653b51ce81d04,1,0,-11,11,99.32,1,99.32,0,0,8,5,0.07954560570025154,0
c8bf388d81617b961b598bc9b8b30811,1,0,-20,20,199.79,1,199.79,0,0,12,6,0.06613603262951474,0
0566f139f1d1dff8ebfb3b1233ef4dd0,1,0,-20,20,61.77,1,61.77,0,0,10,0,0.05180608494447301,0
4b14a51e5df694c654b9b82731f92a55,1,0,-14,14,46.1,1,46.1,0,0,2,5,0.06776782295754814,0
70848392a2b1c4ea647d7206bf1b5b47,1,0,-8,8,123.39,1,123.39,0,0,7,0,0.06929516570045052,0
650e96bb8f069e30f346534aa42860a7,1,0,-2,2,47.93,1,47.93,0,0,8,4,0.08099056856496335,0
f4e8bc6ae51a675b5d9ba08f3a4adf23,1,0,-7,7,118.54,1,118.54,0,0,5,5,0.08174904720453043,0
8d0c7472a5800dbd21bd547db00f541c,1,0,-1,1,211.01,1,211.01,0,0,1,6,0.14568948695547093,0
ab18ff09f55ca3ccc4dbf5bed2c9036d,1,1,3,3,78.2,1,78.2,0,0,3,5,0.6185361178415854,1
4bae63148c0e5ba0afb03cace07f580b,1,0,-7,7,624.9,1,624.9,0,0,5,3,0.09129881859741874,0
c635b7e8fb0f2db9ddb1481111af5996,1,0,-12,12,233.93,1,233.93,0,0,2,2,0.07365158554340556,0
c82910354fbdc0bc475f3ee34607fd63,1,0,-6,6,119.45,1,119.45,0,0,7,2,0.07435224610866904,0
f46e4f5d8a19ca64b1781bf227b9ee19,1,0,-9,9,215.01,1,215.01,0,0,8,3,0.07506052755872912,0
d298ea5c4ab89055dffb4f0cf994925f,1,0,-21,21,70.53,1,70.53,0,0,7,4,0.07374185078831381,0
55826c853b7245fee48da8b2539b6944,1,0,-3,3,321.57,1,321.57,0,0,9,3,0.09106774856681366,0
f791b3e41bbd74269effdae85dd311ef,1,0,-15,15,159.65,1,159.65,0,0,6,1,0.06736500227488358,0
ac018e51985244ead60060db0a84f1ad,1,0,0,0,874.42,1,874.42,0,0,3,6,0.1800417581923978,0
e31ea4183de6b416446423888f5dc3d8,1,0,-7,7,66.72,1,66.72,0,0,5,0,0.07314090223146975,0
67e871df7739d67a0a128b9e66a3620b,1,0,-8,8,44.09,1,44.09,0,0,12,3,0.09633931362438825,0
58b198357d2b68044f885a370a585ff3,1,1,2,2,112.08,1,112.08,0,0,4,5,0.38500969540569296,0
4245e49d026ef1f440041837b6eac52a,1,0,-14,14,67.36,1,67.36,0,0,4,0,0.07218533612169648,0
ace8119e1ccd050e898a31eeaf829121,1,0,-17,17,41.69,1,41.69,0,0,11,6,0.0585689176820781,0
81dbb577a47365babeaa44fe4f9a5666,1,0,-19,19,64.0,1,64.0,0,0,11,2,0.06533181658000348,0
59afba5b7b763745429be3e96dbda975,1,0,-11,11,126.48,1,126.48,0,0,2,5,0.08247933315828107,0
9bcee5211be4c4e8785242c9fcd22e32,1,0,-16,16,90.85,1,90.85,0,0,9,1,0.06114927013652533,0
c097e1a4e7912ab6cb8d54df8de9b73e,1,0,-11,11,40.94,1,40.94,0,0,5,0,0.06222543199205096,0
167f04d11667c6073896de381fe051f5,1,1,-29,29,147.78,1,147.78,0,0,6,2,0.06889148849733255,0
bd7a1572f0c329c9fa884396b3ac374b,1,0,-10,10,67.57,1,67.57,0,0,1,0,0.07872764254148133,0
968a408760f771cab3ce5db012e90a1f,1,1,8,8,70.75,1,70.75,0,0,3,5,0.7958470551311677,1
096577992f6aef252ccc5ae7da09be09,1,0,-4,4,42.35,1,42.35,0,0,1,5,0.10119974089144695,0
2388959a19bd21ca9ce8639defeb9789,1,0,-9,9,64.55,1,64.55,0,0,4,2,0.08434890386690781,0
6e0f64efb04a60cc8a5bff3e30663c02,1,1,-6,6,504.48,3,168.16,0,0,1,1,0.3734301269226651,0
4f940e976473a0facd3c6def01f9fc19,1,0,-10,10,349.53,1,349.53,0,0,3,2,0.08502803520702121,0
2a3a8593aad8c5ddedc827304dfedbab,1,0,-11,11,260.55,1,260.55,0,0,7,2,0.07796830214616154,0
07946e40cd8c6b2ab27f0fe14f21f7dd,1,0,-22,22,183.05,1,183.05,0,0,6,4,0.07289277160576378,0
42a774d85db214c9b8e062c034545288,1,0,-19,19,151.11,1,151.11,0,0,2,3,0.0748470568030594,0
cba45d3fa18d26bd7c6935fca4449feb,1,0,0,0,90.5,2,45.25,0,0,8,2,0.15933822151551105,0
22420f3718ef75dcddb4f03201096895,1,0,-22,22,45.13,1,45.13,0,0,3,5,0.07030635702448824,0
f975710202a96794f2b466c4dbea49e0,1,0,-15,15,136.64,1,136.64,0,0,8,2,0.06199772689996838,0
d67954930a77c40b72e9ee69fa019a81,1,0,-17,17,132.05,1,132.05,0,0,8,2,0.059147917956885114,0
b1e4c6a1e5aadfa638df88ba7b685cab,1,0,2,2,64.03999999999999,1,64.03999999999999,0,0,4,4,0.47326024199858313,0
a6dfab363a9e239287c4b1e3c275fb93,1,0,-28,28,336.56,1,336.56,0,0,1,3,0.09136106649198497,0
cae155b8d4bd6e84685e5ca5c0f8ecbb,1,0,-4,4,40.77,1,40.77,0,0,5,2,0.07637469006892808,0
963b6259cdd558e7e45e12f2917b6a8a,1,0,-21,21,166.59,1,166.59,0,0,11,2,0.07237516788842231,0
b19b783be83450d0c4d0b92c5343a528,1,0,-12,12,30.270000000000003,1,30.270000000000003,0,0,9,1,0.06478787914717167,0
0a76ae785560c5882874b2738c60d958,1,0,-11,11,25.85,1,25.85,0,0,8,2,0.0737663170006826,0
49e9a33958600b70cd7167fa011317ef,1,0,-5,5,108.83,1,108.83,0,0,2,6,0.11239211127915462,0
b8709d077ce71c8db784818569960cb2,1,1,-7,7,93.78,1,93.78,0,0,6,4,0.08882457479667666,0
ea33aded94976ddb4b9ff4eda6c2eac9,1,1,-8,8,149.69,1,149.69,0,0,11,1,0.0826966142374941,0
34f275d9e157cbaa33ca327cf52e19b0,1,0,-9,9,226.22,1,226.22,0,0,6,0,0.0754055237114069,0
aefdeb364dad62902b4e3a0b07b8a8fa,1,0,-13,13,43.58,1,43.58,0,0,11,0,0.06306937609833646,0
71a911a3509a408b60846ed2e5f91e70,1,0,-7,7,185.83,1,185.83,0,0,3,2,0.08633048693964925,0
b038f6ae89bdd1fddd3b51ace3ff8b30,1,0,-11,11,89.1,1,89.1,0,0,7,1,0.0758867564312608,0
7652fbc918bcb58171f18ea78031a986,1,0,-8,8,110.72,1,110.72,0,0,6,2,0.08043252449524732,0
d24b287420a2c9f6fcbe91cc11d788c3,1,1,-13,13,770.24,4,192.56,0,0,3,1,0.34383448791567606,0
93ee9cb7db8225691be98c521eac1e28,1,0,-10,10,186.92,1,186.92,0,0,7,4,0.07611575280834063,0
61cabe0c7863902624818230a6b61a17,1,0,-8,8,147.97,1,147.97,0,0,2,0,0.08277689685255092,0
1f186ad4ad389666cd9482ce1942038d,1,1,-4,4,35.4,1,35.4,0,0,9,5,0.09492228399358936,0
